Age,City,TotalPurchases,LoyaltyScore
62,Karachi,35135.89036996772,72.82416996899452
18,Lahore,46202.46967768749,64.74215856937208
42,Peshawar,35654.693081356534,65.9248482219438
24,Quetta,8474.413102798806,22.54855196996947
26,Karachi,29238.129648173846,49.802781884703606
41,Lahore,30729.03727275994,57.67764010309834
18,Lahore,21782.402893816914,34.914175689639535
61,Lahore,37085.767545611416,76.28542184139047
25,Peshawar,46783.983723681726,69.84735253576567
41,Quetta,46352.857132432044,75.78416032072813
28,Peshawar,23091.12919880247,40.21094112313444
34,Islamabad,6548.664246197008,25.541854924917278
25,Lahore,49257.218749154395,71.76535983691045
52,Islamabad,42106.00623585077,75.41746405747942
52,Karachi,7108.4713789600755,32.8453646896785
50,Karachi,46121.25224825124,81.1664543856904
22,Peshawar,43624.92174104429,64.45009620330853
59,Quetta,26423.064799177533,60.48761352970332
56,Islamabad,29972.496351501533,62.80712154997598
58,Quetta,20551.132489636384,52.00084860948928
45,Peshawar,3683.3203022795356,27.68449424102528
24,Karachi,17424.664840649144,31.301643661497497
26,Quetta,40339.81898130256,65.89005191560453
25,Quetta,1226.96912722554,13.151800080728654
29,Karachi,17341.459412866065,30.459322739694073
51,Islamabad,20510.265985956223,50.051975849889196
50,Karachi,27332.384543958222,57.65279449311226
40,Quetta,46072.92520422526,77.51094738011868
41,Islamabad,17970.9537239321,42.64139694217393
54,Islamabad,18000.706892915157,46.93317790461859
52,Karachi,37137.56115737767,69.99228964185964
61,Quetta,23158.679103600552,58.94525446762263
57,Peshawar,12005.636324059116,38.577335088250116
39,Quetta,23169.536290501976,49.980687017383275
44,Lahore,7901.993998610193,29.820053026722903
52,Peshawar,9642.962338804942,40.405642448461165
18,Islamabad,25420.020864234506,40.28895531933458
52,Peshawar,21527.347025722847,53.09200470365536
54,Islamabad,45827.4491523369,84.29178585480682
64,Islamabad,18757.301056715023,55.65502537344302
31,Peshawar,29448.82916362413,52.184367428983855
20,Islamabad,31980.95010805699,48.04830724874563
18,Islamabad,1641.6283728283481,11.714291410338207
22,Lahore,33513.33122881882,50.041001844639084
43,Quetta,9723.76237661782,32.481692652765446
31,Quetta,48092.4455560033,77.14032476314178
56,Lahore,8284.473659902535,36.324981221782195
44,Peshawar,21316.582062624162,47.88853272842155
26,Karachi,5182.133735853549,19.44549855645521
32,Karachi,49846.83834045142,75.1946970649801
32,Karachi,25607.555506230885,47.75786848061794
43,Lahore,30173.865848682144,58.88808320390134
59,Lahore,4286.747392032947,32.79245850414438
30,Islamabad,37748.063049559714,60.50038908256475
49,Karachi,11285.374061683702,35.87771419647573
56,Peshawar,45004.66018259498,83.58268945574856
49,Peshawar,11051.842383618352,38.11518548106727
21,Karachi,10343.698312519662,23.077097748457767
47,Karachi,2790.9337245566494,28.167183167212787
54,Karachi,24131.280310389964,55.406515791531156
40,Lahore,28677.215529868205,56.24070255427825
56,Lahore,4219.723331989266,31.166778252874845
62,Lahore,39000.85321805552,80.62477689945568
32,Quetta,23211.152902653354,42.751561118074314
60,Peshawar,26695.123197051424,58.64178970107053
46,Peshawar,22597.37459997318,49.45977970304235
53,Islamabad,20637.389982890974,50.38093158496075
30,Lahore,28422.376234102678,48.43470350862314
49,Quetta,8606.772050604912,35.291422491693865
24,Quetta,9914.478394268284,26.093058794898486
39,Peshawar,43227.49542966235,70.98958268780055
45,Lahore,47359.657644548,77.9483540338198
19,Islamabad,19292.156497707896,30.397494172681878
59,Lahore,14266.488984034135,45.683421198222874
62,Karachi,32555.97761871177,66.29152346395342
23,Lahore,21027.974383806722,35.283303073535336
45,Karachi,2243.931427356898,27.68082550455265
45,Karachi,8651.477270943327,31.235054315975148
61,Islamabad,36082.63921352248,75.05659877782759
61,Peshawar,33287.273153597416,67.99176360469993
37,Lahore,2327.703632670691,24.835436157825935
47,Karachi,11876.635934714523,41.427176587786846
28,Lahore,12322.6650328155,29.969241152498352
45,Peshawar,33922.74443633769,67.18979852689228
42,Peshawar,1965.8163499638435,24.070565569811937
56,Quetta,6101.3205172441185,36.85861884899205
50,Peshawar,40195.88818328628,75.75893357340661
18,Islamabad,9748.688440662347,21.057863034991712
44,Karachi,32984.55928474186,58.4767162185201
30,Quetta,12670.9562712896,31.783074236016315
58,Islamabad,5872.628245207913,35.10343470538257
20,Lahore,12915.43735897325,24.703465188856978
56,Karachi,36391.0796609273,72.26508542607014
23,Peshawar,42929.126937208,64.14751408408434
25,Karachi,41680.77336378259,62.817197304551534
44,Lahore,20461.992951304288,47.825850613879766
26,Quetta,33736.17169196166,52.069691762233596
54,Quetta,11044.230475375227,40.1676689810037
50,Quetta,15364.23878278965,45.13525744024932
59,Peshawar,44920.45510753487,86.95012848191529
61,Islamabad,1637.0942520260658,36.71738428037769
41,Islamabad,5189.9180118689355,27.593854979698186
32,Karachi,11186.426502155338,31.103731456077618
49,Peshawar,2300.077989817166,31.22325191741098
49,Quetta,9890.336319400069,35.0267315098131
41,Quetta,29569.036487514917,57.242243490443066
58,Lahore,21649.8029790324,56.51644947381118
29,Lahore,44740.91384277177,71.0848194834796
56,Quetta,41054.7345251836,74.99139866914788
19,Quetta,17749.05023319592,28.92004871223407
20,Peshawar,13711.748238133332,26.49686230796941
54,Islamabad,19604.92800019608,51.28136892487857
34,Lahore,29924.452183225578,55.15507052733831
19,Islamabad,14135.118400320936,27.497229632009663
19,Peshawar,31583.296484607567,47.097129321308515
45,Quetta,21061.17095737078,48.60632803835722
40,Islamabad,28050.31186174703,54.26246318664534
54,Quetta,22370.199927630518,57.334272773132206
49,Quetta,15428.822217553967,43.34590454820182
50,Karachi,47474.21204114568,81.20288762226969
18,Islamabad,38416.68391382828,55.9992387567376
36,Islamabad,7865.545612556175,27.835625373744474
19,Quetta,43554.93081899773,58.62393027144793
61,Peshawar,24884.128714226168,60.32965033382706
43,Karachi,44833.05911781048,75.09819445056056
49,Quetta,40192.90754141845,71.6437453181435
23,Lahore,21835.46171899244,39.77372063803687
49,Lahore,2100.9961076857526,25.44983613599891
21,Karachi,14165.190609862359,28.409465970883904
28,Peshawar,27540.07651838248,46.752377822371514
34,Quetta,32040.432771481217,55.66390933707102
55,Islamabad,13636.496586226913,44.68736848556403
41,Karachi,7828.447629568383,27.278988387700057
22,Peshawar,41911.58160316566,61.67721970726836
51,Islamabad,49235.706854474054,89.16074320479528
23,Lahore,26758.818932831604,40.497056027640475
39,Lahore,9412.285006566872,30.679526080449236
28,Islamabad,14343.058999449078,33.45814944898653
33,Karachi,1901.14315082587,19.38461027689824
50,Lahore,45800.64152146445,81.33670372998941
26,Quetta,6769.803061616915,16.372431651755065
23,Islamabad,29249.307300198423,47.79566750949801
33,Islamabad,14428.705813673094,32.291070563940515
46,Lahore,28154.722123273878,57.405421117094946
20,Karachi,32919.59902924135,49.444649373270636
37,Quetta,41657.34838165288,73.04548411630671
53,Karachi,11114.642316269557,40.930961427055216
36,Peshawar,1538.7956042655433,19.62130706659308
43,Peshawar,7707.395873371556,27.72948952953876
20,Lahore,45100.91345055715,64.36338994436838
36,Lahore,43820.613800563246,72.23119431736954
37,Lahore,30273.242006345106,54.66678662397568
49,Peshawar,30425.326161249017,59.99907867362394
24,Karachi,33586.79705276652,51.158983135627174
58,Karachi,9593.19265254903,41.58211405396948
50,Lahore,45806.18535032303,81.48619829900595
57,Quetta,21519.755719711582,57.04612709429613
56,Karachi,19773.787884225374,49.738545674649735
35,Peshawar,26426.96755885904,50.26431618746608
57,Islamabad,3301.332371977697,32.2181909375375
18,Islamabad,9147.88506904789,19.792993673590907
28,Islamabad,37163.64720489215,59.40002835393858
45,Quetta,5057.134728331197,29.383874181247332
42,Lahore,30554.453363853023,58.72288024820677
40,Peshawar,13022.106374384726,33.51158526487006
48,Quetta,20075.485088056852,46.5909592913353
47,Peshawar,15145.993101764294,44.64692827315252
59,Peshawar,18427.963106782507,51.17241079317733
52,Lahore,36233.24935402803,70.09192802086942
24,Islamabad,15558.964065535576,32.78008950272906
33,Lahore,28753.827374547964,51.93147899417919
43,Quetta,24326.469707755885,51.78480891125114
19,Quetta,33519.88710276976,51.51301988181122
18,Quetta,46904.65722691314,61.05226115050177
29,Lahore,36896.03276330227,57.795339005641644
22,Peshawar,11532.07855094708,25.77570585413568
54,Peshawar,2527.973618002949,32.80885695571885
49,Karachi,13850.938170691428,41.25331692414126
26,Quetta,30158.818604312488,47.501149401662786
58,Peshawar,3519.864860728267,31.587665733652916
52,Karachi,25321.94611286058,58.154057742338836
36,Peshawar,30245.299596927573,53.858812351529316
33,Quetta,17377.95065003108,37.33914068845662
20,Islamabad,38774.69798354527,57.759697967798964
37,Quetta,6223.314403554818,20.164929918878624
41,Lahore,4681.7513050546295,30.118836589081717
50,Peshawar,36681.249053976564,67.55535119466975
41,Peshawar,25279.074494103726,51.318762131871615
28,Lahore,34731.71742495907,52.268666882958335
25,Lahore,22306.539591583565,38.4227652890902
53,Islamabad,13073.699628716233,44.677815647189675
55,Peshawar,41136.013566035785,73.0308819199112
57,Peshawar,40171.378069479986,78.95805385775425
37,Islamabad,35040.12707186691,60.00076029377552
52,Karachi,14335.111724268172,44.176462949562186
42,Islamabad,29921.302676585266,58.22061203887254
52,Quetta,18687.720950061313,49.30810813905543
42,Peshawar,5487.521593005074,25.855124608344436
46,Lahore,45948.365197649895,77.40893994410982
35,Quetta,7704.112915029109,23.8218231435333
63,Peshawar,47561.63033721932,89.55754906783935
35,Islamabad,22854.282874939832,48.32924975795965
19,Quetta,10071.513513092363,17.93693444235791
52,Peshawar,27553.14642153955,57.54048389357139
33,Karachi,43774.345957944,68.66566459776693
58,Karachi,36879.0194340685,73.6015061683093
53,Lahore,40521.496245211034,76.8841480971221
50,Peshawar,33280.38496882515,64.63206200187486
21,Karachi,34921.55166137477,51.77394454075842
50,Islamabad,42610.58692670064,78.33896572418026
31,Peshawar,13233.732434100111,32.70447005504674
38,Islamabad,24981.823218513884,50.05614381361885
37,Islamabad,11839.26264916051,32.932146602168835
25,Karachi,49395.7323918357,73.74118329204256
24,Peshawar,47258.90764464405,67.39807039111233
20,Quetta,2931.913757056789,11.93290794409599
34,Karachi,35573.183453268735,61.180022117661125
50,Karachi,46337.167553367624,77.35452912554732
29,Peshawar,9848.191911239343,26.502189312760187
39,Peshawar,28829.316297078843,53.46206285196959
39,Islamabad,45858.92658181405,71.71920243687094
63,Peshawar,2663.352950704143,32.83348838141244
47,Islamabad,35173.59309509516,65.49035952952349
55,Karachi,15570.101361254987,48.25204814650402
55,Lahore,46295.41357344999,81.74858030562434
62,Quetta,48581.85401310302,91.7249876155336
25,Karachi,47269.05796655826,69.34922801498294
44,Peshawar,24236.496616215725,53.704565343798805
44,Quetta,43240.089898476355,72.67912466061152
51,Lahore,42382.92052821845,76.2618854576514
38,Lahore,16635.923188919525,39.700075033377416
47,Islamabad,41616.85823338319,73.08120895457681
50,Quetta,2813.3741010591384,30.282097215561436
45,Islamabad,30217.2240456206,54.34554140416418
64,Karachi,12270.43302709745,51.56933071009682
50,Quetta,6907.777403086661,35.00488209769431
22,Karachi,4770.706879831248,16.377784597727462
36,Islamabad,35118.15001802885,59.037136674479925
21,Quetta,17653.87322463524,29.95180664666518
52,Islamabad,36513.57180490931,71.10751711423065
34,Quetta,4202.460699148176,24.03291617656252
61,Islamabad,16449.226553699904,49.914019608180084
45,Lahore,27435.073326391524,57.636068817626835
47,Islamabad,39745.435077109214,69.38000199900881
46,Lahore,16618.872643671428,40.77502547243204
63,Islamabad,31668.677445413447,73.12909534498723
23,Quetta,44412.90966357317,65.97770882336489
52,Quetta,31177.296220932923,66.20645186874617
58,Quetta,12415.014262928054,42.19013769873828
54,Peshawar,2195.638296270363,27.787715171986974
41,Karachi,43634.84482114556,72.14459514645958
46,Quetta,2042.2011316689698,23.80252367492474
63,Lahore,43860.381961525774,85.54318877428783
48,Quetta,26917.91956733339,54.799251366947175
52,Peshawar,47014.31722713191,80.07384095642371
50,Lahore,40140.378552909606,73.45248508800199
38,Peshawar,49898.77141613354,76.29855334770981
49,Lahore,18184.8789571338,42.72292688560977
40,Islamabad,38592.22615762522,66.57718585687282
50,Karachi,20694.614766852865,46.33509763420301
20,Karachi,24513.90539489153,40.96724526646068
35,Peshawar,31747.767697700136,52.80665378473457
42,Karachi,43810.1785951306,69.09086674131723
59,Peshawar,49220.08999076546,87.97651468863697
48,Peshawar,38645.397279361394,70.66366574182665
20,Peshawar,21470.572326199355,36.74763691880311
57,Karachi,21646.493111576438,54.819823131923435
63,Peshawar,37141.53277785568,73.95121409119133
41,Karachi,12700.080142646815,37.16621853302939
49,Peshawar,6413.231543438338,34.1161548650855
64,Quetta,18376.48572439805,51.64025861236658
39,Peshawar,15074.710591050005,37.22764043194078
40,Lahore,15519.097902343514,38.074037428594174
19,Peshawar,12446.779801445588,24.876898927310773
44,Islamabad,3062.5662921817325,25.265231967069862
59,Peshawar,1875.8228019372768,31.615231818178778
19,Lahore,49398.39709706554,70.06170757696204
43,Lahore,21960.883553057254,45.62535406446644
34,Karachi,19832.005710824404,42.27315312351094
57,Quetta,34302.716851960424,71.945525685415
50,Peshawar,11694.440505388144,42.30159859344351
26,Karachi,47548.098013561044,65.77098296799853
60,Quetta,39530.90570636205,77.07128353340401
56,Peshawar,5381.139113300716,30.527165787253686
46,Islamabad,21461.458013461488,43.88362223660813
59,Peshawar,44076.79707054607,82.68034257987024
43,Lahore,47291.86909227911,77.4519393250342
52,Lahore,23902.674051243615,55.282910765033826
42,Islamabad,31057.158071324677,59.24084506576424
41,Karachi,9184.663358511687,34.017387946429864
30,Quetta,49567.26268071185,74.58855606746577
24,Peshawar,12351.913367788726,32.66900727598465
53,Lahore,47193.85693262116,83.74544802911582
62,Karachi,32832.68580062606,74.0841810498857
37,Islamabad,30779.102949064098,50.76924793782842
18,Lahore,26121.737039808922,43.04556350687196
25,Islamabad,12302.820774170175,26.90186394941309
63,Peshawar,9649.873568269904,39.18315376306934
33,Quetta,11803.824244438592,31.505679311782554
31,Lahore,10135.474845068471,27.05665873811353
29,Lahore,39199.63920477091,62.699673542621376
40,Peshawar,18156.137699169776,43.80951815410589
32,Karachi,3834.291151606422,17.622849148404512
45,Quetta,48486.028876899756,82.71307261719002
51,Lahore,44305.50836320786,78.67956900429087
19,Quetta,46459.86187656543,67.95751660126507
49,Lahore,49750.48330967533,83.79028351361465
40,Quetta,9520.867211754878,30.48422286904301
39,Islamabad,20415.858926230278,44.05313879285424
42,Lahore,38153.68530950048,66.98814378416027
39,Quetta,35105.01028463582,60.300442738579505
39,Karachi,8540.899410652899,28.75646983087291
59,Islamabad,40975.82312454027,76.21723668042075
23,Islamabad,11997.588019996372,25.02781544441526
32,Karachi,11967.06312630853,31.713095871565393
60,Quetta,27311.746721777265,62.49938771832043
54,Peshawar,30054.056807243454,65.0829987607868
50,Karachi,29424.224184052746,59.93821008555715
25,Quetta,5482.855032489989,16.21639004354136
61,Karachi,43995.58226888864,84.48924849777953
61,Karachi,14014.402086846598,45.97003622214911
22,Lahore,7346.231142857405,19.348742793901813
56,Quetta,44548.65591357988,83.93353119126408
21,Peshawar,47826.923413257915,65.57056717646647
23,Lahore,43244.25324600708,63.72259147013726
62,Karachi,40666.287661519025,79.71850849375126
49,Karachi,33106.857051312065,65.63007989244868
47,Karachi,27992.011159847825,58.80072012278143
64,Quetta,5262.351235659096,38.842499491288706
52,Quetta,21014.207440464237,50.496299635396284
57,Lahore,19261.737333603385,52.560829808375985
33,Peshawar,13727.935404255984,35.644834279396306
30,Lahore,36447.58557074066,58.68252280560939
59,Islamabad,25297.91101885977,59.32298099378566
47,Karachi,4971.264579474749,30.24185801070568
36,Karachi,11788.976895540756,32.22422631538814
34,Karachi,34479.6794193202,55.70019645534864
36,Lahore,4730.412115024709,24.155156138824612
45,Lahore,42709.13878838967,71.05744172854006
43,Karachi,25262.179823684743,52.563577081238584
54,Lahore,24548.742289005753,54.86420529799377
43,Quetta,30027.98144831636,57.60732734635233
40,Quetta,41409.36733033231,70.47242860879724
26,Lahore,18042.65118720746,39.5589881165361
29,Karachi,34222.791475394115,57.052849694046785
18,Lahore,28720.86623579376,46.194637102437184
18,Lahore,14084.385238301646,29.64475792334982
64,Lahore,44052.86933140274,85.84195503168219
51,Islamabad,40073.875058739475,74.16002967102177
49,Quetta,33264.139898262845,62.283525660262995
42,Peshawar,42678.50472561785,71.98094580594064
57,Peshawar,43497.415847030315,79.25072355716466
62,Islamabad,35709.7858590367,73.04962533059526
18,Lahore,42013.65308981993,63.15771046016884
33,Islamabad,35176.1016217949,58.94056496455386
56,Islamabad,34326.89781625472,67.44047822407344
22,Karachi,31311.95753254403,51.32341594843544
39,Quetta,37883.115338324424,66.87028935846419
46,Peshawar,8771.650159360612,35.54128717643353
20,Lahore,44162.66720074749,58.9829402346922
29,Peshawar,43720.33285951637,70.86174134686262
43,Peshawar,2433.116868693398,23.302710758244302
33,Quetta,41465.02077767337,67.81393447879356
54,Peshawar,7314.6235061988145,40.82514778867264
39,Peshawar,17420.823858697953,44.71565412681878
46,Islamabad,37431.90455828878,65.96316121900117
31,Quetta,8877.234906367103,23.263647213635977
45,Karachi,41080.384181834044,74.65715421589671
22,Lahore,41774.574719929355,61.41360128710322
64,Peshawar,25865.918954280973,62.037339862533
47,Lahore,1312.9077141248454,26.31792635082791
63,Karachi,15064.868525570726,49.25208307576598
22,Lahore,31229.41900041137,49.87795107459113
29,Karachi,49078.12272334375,73.52771088364997
33,Islamabad,31958.86282381675,56.29541124523644
43,Peshawar,13730.375472143829,36.18738518829982
43,Karachi,32066.279451880957,62.82845936852242
38,Lahore,27459.28360607692,53.346387068757174
56,Peshawar,39212.42436240603,76.34750397369439
53,Islamabad,6242.051302520962,31.75512170900117
50,Peshawar,38290.36722259937,74.34770550040774
47,Karachi,27522.062355129405,56.499042627422746
54,Islamabad,48186.60818909074,86.28002755176857
40,Lahore,17751.73613589562,40.656434435581524
27,Islamabad,31998.47276356346,52.419945445640344
22,Islamabad,46669.377169990854,67.59750730822782
53,Quetta,6022.976671543283,28.087710141845097
51,Islamabad,46924.195874586105,82.97393129881299
48,Islamabad,34706.40039273985,69.578363394732
27,Peshawar,4324.0158961534235,19.768379593368024
36,Lahore,15747.214780393997,34.981241238693315
49,Peshawar,35700.4323436188,68.64044194465033
18,Peshawar,4300.179471969814,16.279176426710453
22,Karachi,29526.35254863739,47.45655609074564
62,Peshawar,17948.26979069488,52.389669535973766
21,Quetta,31424.860370606377,47.72553399307979
33,Quetta,3241.3596568131297,19.89701207744214
41,Karachi,43705.303501466435,74.34191800378213
33,Lahore,48700.95948969245,72.12690339751167
19,Lahore,48475.014908998884,66.92627156908785
45,Peshawar,37732.93975540331,70.97074735250587
49,Peshawar,7374.225766400967,36.617461452835514
44,Peshawar,38154.89660052211,64.8295817450232
37,Lahore,2204.758906481274,18.882883465250313
41,Islamabad,2084.0540249208652,22.459623670849165
29,Quetta,16856.90073832752,36.513459920221734
52,Islamabad,24943.51632982862,52.27727088768836
50,Islamabad,38749.96347258187,71.39033889726329
50,Lahore,34481.473453718754,65.42940983130322
60,Islamabad,22849.23261246067,60.07100848352328
54,Karachi,14407.706647801628,40.93543102942344
29,Peshawar,49859.100507727846,74.51600184026067
20,Karachi,21882.883809562674,35.47224169677802
18,Quetta,23117.964192154097,39.68115488313949
50,Peshawar,9017.56723839179,37.01638597877665
57,Islamabad,39945.66788874654,75.26317014798039
27,Quetta,34990.42906329294,57.195287762609695
60,Peshawar,11817.71102664926,43.403595525361965
61,Islamabad,5036.671235176293,38.54266490469106
46,Karachi,34344.46580166094,63.73920498022196
30,Peshawar,33071.049499775625,56.794592557268274
29,Islamabad,14389.716822912256,32.639824097749205
48,Karachi,47592.31455027011,87.63175962170698
63,Quetta,8401.836697264112,41.47641202588492
19,Quetta,22184.405251087494,36.88701088454789
52,Quetta,47237.18008821234,81.72576662242295
40,Quetta,21566.638529379994,45.88533691676555
34,Lahore,32287.77143554019,50.34165545434935
43,Peshawar,20482.12550017692,47.00971863329437
25,Peshawar,14436.54491508483,32.50960232400062
46,Lahore,49214.90475003159,82.8511457092366
43,Islamabad,21057.366309437108,44.14111665536977
27,Islamabad,44810.86098027759,65.66945887091511
43,Quetta,12267.775688663223,31.36094657208333
51,Karachi,11442.130497229082,41.18840461040575
58,Islamabad,2525.5700613410568,30.017657488190103
24,Karachi,32931.674443418364,51.46059215167758
21,Peshawar,19057.790842464296,33.06187386630271
62,Karachi,43353.554242142214,85.99971916188719
28,Peshawar,24187.2854278863,43.19530514939504
46,Lahore,48441.47796782137,82.74755940159766
53,Lahore,10090.750269452936,39.701827851638846
42,Quetta,43562.53522982493,75.9938651157127
38,Islamabad,39053.24578679534,65.3856475551485
53,Quetta,38775.170387558544,76.76943512607929
27,Peshawar,42394.37817772749,60.40192950047435
54,Quetta,38290.175556206945,74.6631576634508
26,Karachi,31684.795759939356,49.28851569459896
41,Peshawar,7430.999006436991,28.431699702164483
52,Lahore,2593.7827950713436,30.25136788788768
52,Islamabad,46121.54454296866,82.46865755125788
53,Peshawar,31215.865411516163,65.17189452119953
35,Peshawar,40030.327257832636,62.76407682118869
56,Karachi,24594.595224114953,60.41157473149642
49,Islamabad,6748.101259157329,30.79642727453344
41,Lahore,7134.103817924972,27.526350401059567
40,Peshawar,34592.6990742196,62.78703236539718
49,Peshawar,22084.98885007367,50.42854427056592
54,Karachi,10825.7116083165,40.607375611104786
29,Quetta,25088.132790330408,40.29255795513092
30,Lahore,4146.23791668157,20.544134399056347
40,Islamabad,29516.59869380554,55.855582191591076
42,Peshawar,14180.676817319785,36.99709510525518
52,Peshawar,40080.39593122222,69.94832319793709
58,Lahore,16207.735987255115,48.02366666174293
47,Quetta,23305.78730500826,51.39219704641268
34,Peshawar,1569.4064554969311,18.148829765935325
37,Lahore,4549.897501933385,20.287528073455068
42,Karachi,20232.184263927556,48.4680891313469
39,Quetta,24517.00290113905,47.64268042547812
30,Islamabad,30401.00685784588,51.036798903569256
36,Peshawar,15291.466356755858,31.53081098567045
53,Lahore,35054.11242020058,71.75464560163711
29,Karachi,43145.99746227102,65.34209709125712
58,Islamabad,39212.69845577414,76.25216378107736
36,Lahore,2941.3224420695,23.771061820116703
29,Lahore,24544.84041563362,42.60120008932709
26,Islamabad,6141.578742490568,22.29638446576177
24,Karachi,12860.205777263845,23.309596020834327
45,Karachi,49346.46707009018,82.81773379925085
31,Quetta,7982.281602174148,28.223222255648285
48,Peshawar,25445.519519116446,53.373789728503674
36,Islamabad,31289.630981587838,57.7853204185022
64,Islamabad,35420.783556661096,78.17278557238087
33,Islamabad,28422.78549085879,50.097658912922505
22,Karachi,1478.7715235399992,12.099469256548277
52,Peshawar,16996.6041039556,44.59933743308211
29,Quetta,26367.87052585086,45.12198432065076
42,Lahore,5305.458458096834,25.73583036917096
38,Lahore,18180.719629249856,39.018641358245375
53,Islamabad,2626.9523307769614,32.05001339035506
40,Peshawar,4850.346360596017,24.2405635821387
33,Karachi,20449.24053387821,41.55613247009309
56,Peshawar,7503.071948109958,37.080153208164425
62,Peshawar,28809.50156481635,68.56759100292187
59,Karachi,34783.783487726025,70.2342277211612
56,Islamabad,40228.74825634506,77.03679400092273
31,Peshawar,10807.361967995694,30.050973766147052
48,Lahore,9206.646530694417,38.02747505147447
22,Karachi,6123.824176385612,17.3130823215722
52,Quetta,32185.0822276382,63.38631373570108
40,Islamabad,35617.31059785816,60.61721060950968
46,Karachi,2547.72109645646,30.529864557444235
